Year,Month,FV_BOY,Deposit,TAX,FV1,FaceValue,NAAR,COI_Rate,COI,FV_Net,AnnualRate,Growth,FV_EOY
21,4,975543.003733304,0.0,0.0,975543.003733304,10000000.0,9024456.996266697,3.909996,2940.465896464567,972602.5378368394,0.0525,4156.054909866402,976758.5927467059
21,5,976758.5927467059,0.0,0.0,976758.5927467059,10000000.0,9023241.407253293,3.909996,2940.0698174495624,973818.5229292563,0.0525,4161.250969528043,977979.7738987843
21,6,977979.7738987843,0.0,0.0,977979.7738987843,10000000.0,9022020.226101216,3.909996,2939.6719163312373,975040.101982453,0.0525,4166.470932898816,979206.5729153518
21,7,979206.5729153518,0.0,0.0,979206.5729153518,10000000.0,9020793.427084649,3.909996,2939.2721847272724,976267.3007306246,0.0525,4171.714909944221,980439.0156405688
21,8,980439.0156405688,0.0,0.0,980439.0156405688,10000000.0,9019560.984359432,3.909996,2938.8706142167866,977500.145026352,0.0525,4176.983011135644,981677.1280374876
21,9,981677.1280374876,0.0,0.0,981677.1280374876,10000000.0,9018322.871962512,3.909996,2938.4671963401606,978738.6608411474,0.0525,4182.275347452673,982920.9361886001
21,10,982920.9361886001,0.0,0.0,982920.9361886001,10000000.0,9017079.063811399,3.909996,2938.0619225988594,979982.8742660013,0.0525,4187.592030385442,984170.4662963867
21,11,984170.4662963867,0.0,0.0,984170.4662963867,10000000.0,9015829.533703614,3.909996,2937.6547844552497,981232.8115119315,0.0525,4192.933171936981,985425.7446838685
21,12,985425.7446838685,0.0,0.0,985425.7446838685,10000000.0,9014574.25531613,3.909996,2937.245773332421,982488.4989105361,0.0525,4198.298884625573,986686.7977951616
22,1,986686.7977951616,0.0,0.0,986686.7977951616,10000000.0,9013313.202204838,4.209996,3162.16771066913,983524.6300844925,0.0525,4202.726405514389,987727.3564900069
22,2,987727.3564900069,0.0,0.0,987727.3564900069,10000000.0,9012272.643509993,4.209996,3161.802648340542,984565.5538416663,0.0525,4207.174405723622,988772.7282473899
22,3,988772.7282473899,0.0,0.0,988772.7282473899,10000000.0,9011227.27175261,4.209996,3161.4358974307834,985611.2923499591,0.0525,4211.642979979549,989822.9353299387
22,4,989822.9353299387,0.0,0.0,989822.9353299387,10000000.0,9010177.064670062,4.209996,3161.067450129392,986661.8678798092,0.0525,4216.132223446597,990878.0001032559
22,5,990878.0001032559,0.0,0.0,990878.0001032559,10000000.0,9009121.999896744,4.209996,3160.6972985897746,987717.3028046661,0.0525,4220.642231729376,991937.9450363955
22,6,991937.9450363955,0.0,0.0,991937.9450363955,10000000.0,9008062.054963604,4.209996,3160.325434929046,988777.6196014665,0.0525,4225.173100874707,993002.7927023412
